FDATE,CDATE,DCN,SEQNUM,FORMTYPE,PERSONID,OWNER,SECID,TICKER,CUSIP6,CUSIP2,CNAME,ROLECODE1,ROLECODE2,ROLECODE3,ROLECODE4,TRANCODE,ACQDISP,TRANDATE,TPRICE,OWNERSHIP,SHARES,SHARESHELD,AMEND,SECDATE,SIGDATE,MAINTDATE,CLEANSE,TRANCODE_AR,ACQDISP_AR,TPRICE_AR,TRANDATE_AR,OPTIONSELL,SECTITLE,SHARES_ADJ,SHARESHELD_ADJ,TPRICE_ADJ,ADDRESS1,ADDRESS2,CITY,STATE,ZIPCODE,COUNTRY,PHONE,CNUM,SECTOR,INDUSTRY,CEO_INDEX,GOOGLE_TRENDS_KEY,SVI,SVI_DATE
2016/02/10,2004/04/21,04745058,1,4,12042030,TISCH JAMES S,6668,,64124E,10,NEUROGEN CORP,B,,,,P,A,2004/04/19,9.35,I,267858.0000,947108.0000,,2004/04/21,2004/04/21,2016/02/08,H,P,A,7.00,2004/04/19,,COM,267858.0000,947108.0000,9.3500,P.O. BOX 7,,VAIL,CO,81658,,,N466103000,02,04,288,James S. Tisch,0,2004-04-01
2007/08/17,2004/04/24,04751121,1,4,15019487,DONALD ARNOLD WAYNE,2657,CCK,228368,10,CROWN HOLDINGS INC,D,,,,A,A,2004/04/23,9.37,D,1334.0000,54809.0000,,2004/04/23,2004/04/23,2004/04/24,L,A,A,9.37,2004/04/23,,COM,1334.0000,54809.0000,9.3700,1 N BRENTWOOD BLVD,STE 510,CLAYTON,MO,63105,,,C847178507,09,03,93,Arnold W. Donald,0,2004-04-01
2007/08/17,2004/04/26,04752219,1,4,16075298,WILSON THOMAS W JR,12831,PCYG,700215,30,PARK CITY GROUP INC,D,,,,J,A,2004/04/15,0.13,D,1049430.0000,8765730.0000,,2004/04/23,2004/04/23,2004/04/28,R,J,A,0.13,2004/04/15,,COM,1049430.0000,8765730.0000,0.1300,14 SEA SPRAY RD,,WESTPORT,CT,06880,,,P177331250,08,04,28,Thomas J. Wilson,0,2004-04-01
2016/09/23,2004/04/26,04754401,1,4,12005848,HOLMES STEPHEN P,10502,CAR,053774,10,AVIS BUDGET GROUP INC,OD,VC,OX,,M,A,2004/04/22,6.48,D,275000.0000,,,2004/04/26,2004/04/23,2016/09/22,R,M,A,6.48,2004/04/22,,COM,28847.4388,,61.7732,1 CAMPUS DR,,PARSIPPANY,NJ,07054,,,A968125390,04,05,496,Stephen P. Holmes,0,2004-04-01
2016/09/23,2004/04/26,04754401,2,4,12005848,HOLMES STEPHEN P,10502,CAR,053774,10,AVIS BUDGET GROUP INC,OD,VC,OX,,S,D,2004/04/22,24.93,D,275000.0000,254553.0000,,2004/04/26,2004/04/23,2016/09/22,R,S,D,24.93,2004/04/22,A,COM,28847.4388,26702.5530,237.6554,1 CAMPUS DR,,PARSIPPANY,NJ,07054,,,A968125390,04,05,496,Stephen P. Holmes,0,2004-04-01
2016/09/23,2004/04/26,04754401,3,4,12005848,HOLMES STEPHEN P,10502,CAR,053774,10,AVIS BUDGET GROUP INC,OD,VC,OX,,M,A,2004/04/22,,I,22910.0000,22910.0000,,2004/04/26,2004/04/23,2016/09/22,R,M,A,,2004/04/22,,COM,2403.2539,2403.2539,,1 CAMPUS DR,,PARSIPPANY,NJ,07054,,,A968125390,04,05,496,Stephen P. Holmes,0,2004-04-01
2016/09/23,2004/04/26,04754401,4,4,12005848,HOLMES STEPHEN P,10502,CAR,053774,10,AVIS BUDGET GROUP INC,OD,VC,OX,,8,,2004/04/23,,I,,16971.0000,,2004/04/26,2004/04/23,2016/09/22,Y,,,,2004/04/23,,COM,,1780.2541,,1 CAMPUS DR,,PARSIPPANY,NJ,07054,,,A968125390,04,05,496,Stephen P. Holmes,0,2004-04-01
2014/05/28,2004/04/27,04755224,1,4,15020176,HAZEN SAMUEL N,2314,,404119,10,HCA INC NEW,O,OX,,,M,A,2004/04/23,25.44,D,13674.0000,,,2004/04/26,2004/04/26,2014/05/27,L,M,A,25.44,2004/04/23,,COM,13674.0000,,25.4400,1 PARK PLAZA,,NASHVILLE,TN,37203,,,H359425000,02,03,227,Samuel N. Hazen,62,2004-04-01
2014/05/28,2004/04/27,04755224,2,4,15020176,HAZEN SAMUEL N,2314,,404119,10,HCA INC NEW,O,OX,,,S,D,2004/04/23,41.54,D,8074.0000,,,2004/04/26,2004/04/26,2014/05/27,L,S,D,41.54,2004/04/23,A,COM,8074.0000,,41.5400,1 PARK PLAZA,,NASHVILLE,TN,37203,,,H359425000,02,03,227,Samuel N. Hazen,62,2004-04-01
2014/05/28,2004/04/27,04755224,3,4,15020176,HAZEN SAMUEL N,2314,,404119,10,HCA INC NEW,O,OX,,,S,D,2004/04/23,41.53,D,100.0000,,,2004/04/26,2004/04/26,2014/05/27,L,S,D,41.53,2004/04/23,A,COM,100.0000,,41.5300,1 PARK PLAZA,,NASHVILLE,TN,37203,,,H359425000,02,03,227,Samuel N. Hazen,62,2004-04-01
2014/05/28,2004/04/27,04755224,4,4,15020176,HAZEN SAMUEL N,2314,,404119,10,HCA INC NEW,O,OX,,,S,D,2004/04/23,41.52,D,2500.0000,,,2004/04/26,2004/04/26,2014/05/27,L,S,D,41.52,2004/04/23,A,COM,2500.0000,,41.5200,1 PARK PLAZA,,NASHVILLE,TN,37203,,,H359425000,02,03,227,Samuel N. Hazen,62,2004-04-01
2014/05/28,2004/04/27,04755224,5,4,15020176,HAZEN SAMUEL N,2314,,404119,10,HCA INC NEW,O,OX,,,S,D,2004/04/23,41.49,D,2500.0000,,,2004/04/26,2004/04/26,2014/05/27,L,S,D,41.49,2004/04/23,A,COM,2500.0000,,41.4900,1 PARK PLAZA,,NASHVILLE,TN,37203,,,H359425000,02,03,227,Samuel N. Hazen,62,2004-04-01
2014/05/28,2004/04/27,04755224,6,4,15020176,HAZEN SAMUEL N,2314,,404119,10,HCA INC NEW,O,OX,,,S,D,2004/04/23,41.48,D,500.0000,,,2004/04/26,2004/04/26,2014/05/27,L,S,D,41.48,2004/04/23,A,COM,500.0000,,41.4800,1 PARK PLAZA,,NASHVILLE,TN,37203,,,H359425000,02,03,227,Samuel N. Hazen,62,2004-04-01
2014/05/28,2004/04/27,04755224,7,4,15020176,HAZEN SAMUEL N,2314,,404119,10,HCA INC NEW,O,OX,,,8,,2004/04/26,,I,,1886.0000,,2004/04/26,2004/04/26,2014/05/27,Y,,,,2004/04/26,,COM,,1886.0000,,1 PARK PLAZA,,NASHVILLE,TN,37203,,,H359425000,02,03,227,Samuel N. Hazen,62,2004-04-01
2016/09/23,2004/04/27,04756708,1,4,16053601,JOHNSON RICHARD E,1113,BMI,056525,10,BADGER METER INC,CFO,OT,OX,,P,A,2004/04/27,43.00,D,48.0000,4156.0000,,2004/04/27,2004/04/27,2016/09/21,L,P,A,43.00,2004/04/27,,COM,384.0000,33248.0000,5.3750,4545 W BROWN DEER RD,,MILWAUKEE,WI,53223,,,B037350000,10,04,201,Richard A. Johnson,0,2004-04-01
2016/09/23,2004/04/27,04756708,2,4,16053601,JOHNSON RICHARD E,1113,BMI,056525,10,BADGER METER INC,CFO,OT,OX,,P,A,2004/04/27,43.50,I,250.0000,,,2004/04/27,2004/04/27,2016/09/21,L,P,A,43.50,2004/04/27,,COM,2000.0000,,5.4375,4545 W BROWN DEER RD,,MILWAUKEE,WI,53223,,,B037350000,10,04,201,Richard A. Johnson,0,2004-04-01
2016/09/23,2004/04/27,04756708,3,4,16053601,JOHNSON RICHARD E,1113,BMI,056525,10,BADGER METER INC,CFO,OT,OX,,P,A,2004/04/27,43.75,I,300.0000,6350.0000,,2004/04/27,2004/04/27,2016/09/21,L,P,A,43.75,2004/04/27,,COM,2400.0000,50800.0000,5.4688,4545 W BROWN DEER RD,,MILWAUKEE,WI,53223,,,B037350000,10,04,201,Richard A. Johnson,0,2004-04-01
2016/09/23,2004/04/27,04756708,4,4,16053601,JOHNSON RICHARD E,1113,BMI,056525,10,BADGER METER INC,CFO,OT,OX,,8,,2004/04/27,,I,,7837.0000,,2004/04/27,2004/04/27,2016/09/21,Y,,,,2004/04/27,,COM,,62696.0000,,4545 W BROWN DEER RD,,MILWAUKEE,WI,53223,,,B037350000,10,04,201,Richard A. Johnson,0,2004-04-01
2016/09/23,2004/04/27,04756708,5,4,16053601,JOHNSON RICHARD E,1113,BMI,056525,10,BADGER METER INC,CFO,OT,OX,,8,,2004/04/27,,I,,258.2900,,2004/04/27,2004/04/27,2016/09/21,Y,,,,2004/04/27,,COM,,2066.3200,,4545 W BROWN DEER RD,,MILWAUKEE,WI,53223,,,B037350000,10,04,201,Richard A. Johnson,0,2004-04-01
2009/05/15,2004/04/27,04757182,2,4,12270267,WEEKS WENDELL P,2559,GLW,219350,10,CORNING INC,P,CO,OD,,8,,2004/04/27,,I,,45531.0000,,2004/04/27,2004/04/27,2009/05/14,Y,,,,2004/04/27,,COM,,45531.0000,,1 RIVERFRONT PLAZA,,CORNING,NY,14831,,,C783400000,10,10,131,Wendell Weeks,0,2004-04-01
2009/05/15,2004/04/27,04757182,3,4,12270267,WEEKS WENDELL P,2559,GLW,219350,10,CORNING INC,P,CO,OD,,8,,2004/04/27,,I,,9559.1600,,2004/04/27,2004/04/27,2009/05/14,Y,,,,2004/04/27,,COM,,9559.1600,,1 RIVERFRONT PLAZA,,CORNING,NY,14831,,,C783400000,10,10,131,Wendell Weeks,0,2004-04-01
2009/05/15,2004/04/27,04757182,4,4,12270267,WEEKS WENDELL P,2559,GLW,219350,10,CORNING INC,P,CO,OD,,8,,2004/04/27,,I,,6197.1900,,2004/04/27,2004/04/27,2009/05/14,Y,,,,2004/04/27,,COM,,6197.1900,,1 RIVERFRONT PLAZA,,CORNING,NY,14831,,,C783400000,10,10,131,Wendell Weeks,0,2004-04-01
2010/01/11,2004/04/28,04757249,1,4,16101731,JOHNSON RICHARD J,7109,PNC,693475,10,PNC FINANCIAL SERVICES GROUP INC,O,OX,,,A,A,2004/04/23,,D,600.0000,12092.0000,,2004/04/27,2004/04/27,2010/01/08,R,A,A,,2004/04/23,,COM,600.0000,12092.0000,,249 FIFTH AVE,,PITTSBURGH,PA,152222707,,,P999780121,01,04,201,Richard A. Johnson,0,2004-04-01
2010/01/11,2004/04/28,04757249,2,4,16101731,JOHNSON RICHARD J,7109,PNC,693475,10,PNC FINANCIAL SERVICES GROUP INC,O,OX,,,J,A,2004/03/31,56.05,I,41.0000,200.0000,,2004/04/27,2004/04/27,2010/01/08,R,J,A,56.05,2004/03/31,,COM,41.0000,200.0000,56.0500,249 FIFTH AVE,,PITTSBURGH,PA,152222707,,,P999780121,01,04,201,Richard A. Johnson,0,2004-03-01
2007/08/17,2004/04/30,04758138,1,4,12055872,DICKERSON GARY E,5368,KLAC,482480,10,KLA TENCOR CORP,P,CO,O,,8,,2004/04/27,,D,,5949.0000,,2004/04/27,2004/04/27,2007/08/03,Y,,,,2004/04/27,,COM,,5949.0000,,11850 UPLAND WAY,,CUPERTINO,CA,95014,,,K747600000,08,08,54,Gary E. Dickerson,0,2004-04-01
2007/08/17,2004/04/28,04758198,1,4,12051070,TAN HOCK E,5069,,45811K,20,INTEGRATED CIRCUIT SYSTEMS INC,CEO,P,OD,,M,A,2004/04/23,0.96,D,53426.0000,,,2004/04/27,2004/04/27,2004/04/29,R,M,A,0.96,2004/04/23,,COM,53426.0000,,0.9600,2435 BLVD OF GENERALS,,NORRISTOWN,PA,19403,,,I383470000,08,08,83,Hock E. Tan,0,2004-04-01
2007/08/17,2004/04/28,04758198,2,4,12051070,TAN HOCK E,5069,,45811K,20,INTEGRATED CIRCUIT SYSTEMS INC,CEO,P,OD,,S,D,2004/04/23,25.73,D,53426.0000,,,2004/04/27,2004/04/27,2004/04/29,R,S,D,25.73,2004/04/23,A,COM,53426.0000,,25.7300,2435 BLVD OF GENERALS,,NORRISTOWN,PA,19403,,,I383470000,08,08,83,Hock E. Tan,0,2004-04-01
2010/01/11,2004/04/28,04760702,1,4,16097568,DEMCHAK WILLIAM S,7109,PNC,693475,10,PNC FINANCIAL SERVICES GROUP INC,CFO,O,VC,,P,A,2004/04/26,52.43,D,9200.0000,,,2004/04/28,2004/04/28,2010/01/08,R,P,A,52.43,2004/04/26,,COM,9200.0000,,52.4300,40 E 52ND,,NEW YORK,NY,10022,,,P999780121,01,04,369,William S. Demchak,52,2004-04-01
2010/01/11,2004/04/28,04760702,2,4,16097568,DEMCHAK WILLIAM S,7109,PNC,693475,10,PNC FINANCIAL SERVICES GROUP INC,CFO,O,VC,,P,A,2004/04/26,52.44,D,500.0000,,,2004/04/28,2004/04/28,2010/01/08,R,P,A,52.44,2004/04/26,,COM,500.0000,,52.4400,40 E 52ND,,NEW YORK,NY,10022,,,P999780121,01,04,369,William S. Demchak,52,2004-04-01
2010/01/11,2004/04/28,04760702,3,4,16097568,DEMCHAK WILLIAM S,7109,PNC,693475,10,PNC FINANCIAL SERVICES GROUP INC,CFO,O,VC,,P,A,2004/04/26,52.45,D,2300.0000,,,2004/04/28,2004/04/28,2010/01/08,R,P,A,52.45,2004/04/26,,COM,2300.0000,,52.4500,40 E 52ND,,NEW YORK,NY,10022,,,P999780121,01,04,369,William S. Demchak,52,2004-04-01
2010/01/11,2004/04/28,04760702,4,4,16097568,DEMCHAK WILLIAM S,7109,PNC,693475,10,PNC FINANCIAL SERVICES GROUP INC,CFO,O,VC,,P,A,2004/04/26,52.46,D,700.0000,,,2004/04/28,2004/04/28,2010/01/08,R,P,A,52.46,2004/04/26,,COM,700.0000,,52.4600,40 E 52ND,,NEW YORK,NY,10022,,,P999780121,01,04,369,William S. Demchak,52,2004-04-01
2010/01/11,2004/04/28,04760702,5,4,16097568,DEMCHAK WILLIAM S,7109,PNC,693475,10,PNC FINANCIAL SERVICES GROUP INC,CFO,O,VC,,P,A,2004/04/26,52.47,D,2200.0000,,,2004/04/28,2004/04/28,2010/01/08,R,P,A,52.47,2004/04/26,,COM,2200.0000,,52.4700,40 E 52ND,,NEW YORK,NY,10022,,,P999780121,01,04,369,William S. Demchak,52,2004-04-01
2010/01/11,2004/04/28,04760702,6,4,16097568,DEMCHAK WILLIAM S,7109,PNC,693475,10,PNC FINANCIAL SERVICES GROUP INC,CFO,O,VC,,P,A,2004/04/26,52.48,D,4200.0000,,,2004/04/28,2004/04/28,2010/01/08,R,P,A,52.48,2004/04/26,,COM,4200.0000,,52.4800,40 E 52ND,,NEW YORK,NY,10022,,,P999780121,01,04,369,William S. Demchak,52,2004-04-01
2010/01/11,2004/04/28,04760702,7,4,16097568,DEMCHAK WILLIAM S,7109,PNC,693475,10,PNC FINANCIAL SERVICES GROUP INC,CFO,O,VC,,P,A,2004/04/26,52.49,D,6300.0000,,,2004/04/28,2004/04/28,2010/01/08,R,P,A,52.49,2004/04/26,,COM,6300.0000,,52.4900,40 E 52ND,,NEW YORK,NY,10022,,,P999780121,01,04,369,William S. Demchak,52,2004-04-01
2010/01/11,2004/04/28,04760702,8,4,16097568,DEMCHAK WILLIAM S,7109,PNC,693475,10,PNC FINANCIAL SERVICES GROUP INC,CFO,O,VC,,P,A,2004/04/26,52.50,D,14400.0000,,,2004/04/28,2004/04/28,2010/01/08,R,P,A,52.50,2004/04/26,,COM,14400.0000,,52.5000,40 E 52ND,,NEW YORK,NY,10022,,,P999780121,01,04,369,William S. Demchak,52,2004-04-01
2010/01/11,2004/04/28,04760702,9,4,16097568,DEMCHAK WILLIAM S,7109,PNC,693475,10,PNC FINANCIAL SERVICES GROUP INC,CFO,O,VC,,P,A,2004/04/26,52.51,D,200.0000,100110.0000,,2004/04/28,2004/04/28,2010/01/08,R,P,A,52.51,2004/04/26,,COM,200.0000,100110.0000,52.5100,40 E 52ND,,NEW YORK,NY,10022,,,P999780121,01,04,369,William S. Demchak,52,2004-04-01
2010/01/11,2004/04/28,04760702,10,4,16097568,DEMCHAK WILLIAM S,7109,PNC,693475,10,PNC FINANCIAL SERVICES GROUP INC,CFO,O,VC,,J,A,2004/03/31,,I,65.0000,65.0000,,2004/04/28,2004/04/28,2010/01/08,R,J,A,,2004/03/31,,COM,65.0000,65.0000,,40 E 52ND,,NEW YORK,NY,10022,,,P999780121,01,04,369,William S. Demchak,100,2004-03-01
2015/12/15,2004/04/30,04770211,1,4,12025849,NEIDORFF MICHAEL F,27386,CNC,15135B,10,CENTENE CORP,CEO,P,OD,,S,D,2004/04/29,32.94,D,16000.0000,,,2004/04/30,2004/04/30,2015/12/13,R,S,D,32.94,2004/04/29,N,COM,64000.0000,,8.2350,7711 CARONDELET AVE,STE 800,ST LOUIS,MO,63105,,,C200552450,02,03,99,Michael F. Neidorff,39,2004-04-01
2015/12/15,2004/04/30,04770211,2,4,12025849,NEIDORFF MICHAEL F,27386,CNC,15135B,10,CENTENE CORP,CEO,P,OD,,S,D,2004/04/30,33.24,D,14000.0000,,,2004/04/30,2004/04/30,2015/12/13,L,S,D,33.24,2004/04/30,A,COM,56000.0000,,8.3100,7711 CARONDELET AVE,STE 800,ST LOUIS,MO,63105,,,C200552450,02,03,99,Michael F. Neidorff,39,2004-04-01
2015/12/15,2004/04/30,04770211,3,4,12025849,NEIDORFF MICHAEL F,27386,CNC,15135B,10,CENTENE CORP,CEO,P,OD,,M,A,2004/04/30,1.87,D,80000.0000,116460.0000,,2004/04/30,2004/04/30,2015/12/13,L,M,A,1.87,2004/04/30,,COM,320000.0000,465840.0000,0.4675,7711 CARONDELET AVE,STE 800,ST LOUIS,MO,63105,,,C200552450,02,03,99,Michael F. Neidorff,39,2004-04-01
2007/08/17,2004/05/03,04772835,1,4,16103737,GREGOIRE MICHAEL P,7310,,712713,10,PEOPLESOFT INC,O,EVP,,,S,D,2004/04/30,17.50,D,3500.0000,118188.0000,,2004/05/03,2004/05/03,2004/05/03,R,S,D,17.50,2004/04/30,N,COM,3500.0000,118188.0000,17.5000,4460 HACIENDA DR,,PLEASANTON,CA,94588,,,P330100000,08,04,86,Michael P. Gregoire,59,2004-04-01
2010/03/01,2004/05/04,04777281,1,4,12056207,MCMULLEN WILLIAM RODNEY,2162,CINF,172062,10,CINCINNATI FINANCIAL CORP,D,,,,P,A,2004/04/30,40.89,D,1000.0000,10120.0000,,2004/05/04,2004/05/04,2010/02/26,R,P,A,40.89,2004/04/30,,COM,1049.9999,10625.9995,38.9429,6200 S GILMORE RD,,FAIRFIELD,OH,450145141,,,C357700000,01,05,276,Rodney McMullen,0,2004-04-01
2012/11/07,2004/05/05,04777387,1,4,16125443,STANKEY JOHN T,8109,T,00206R,10,AT&T INC,CT,O,EVP,,8,,2004/05/04,,D,,23314.0000,,2004/05/04,2004/05/04,2012/11/06,Y,,,,2004/05/04,,COM,,23314.0000,,175 E HOUSTON ST,,SAN ANTONIO,TX,782052233,,,A849875003,04,01,60,John T. Stankey,42,2004-05-01
2012/11/07,2004/05/05,04777387,2,4,16125443,STANKEY JOHN T,8109,T,00206R,10,AT&T INC,CT,O,EVP,,8,,2004/05/04,,I,,1945.0800,,2004/05/04,2004/05/04,2012/11/06,Y,,,,2004/05/04,,COM,,1945.0800,,175 E HOUSTON ST,,SAN ANTONIO,TX,782052233,,,A849875003,04,01,60,John T. Stankey,42,2004-05-01
2012/11/07,2004/05/05,04777387,3,4,16125443,STANKEY JOHN T,8109,T,00206R,10,AT&T INC,CT,O,EVP,,A,A,2004/04/30,24.90,I,498.4950,16458.6000,,2004/05/04,2004/05/04,2012/11/06,H,A,A,24.90,2004/04/30,,COM,498.4950,16458.6000,24.9000,175 E HOUSTON ST,,SAN ANTONIO,TX,782052233,,,A849875003,04,01,60,John T. Stankey,24,2004-04-01
2012/11/07,2004/05/05,04777387,4,4,16125443,STANKEY JOHN T,8109,T,00206R,10,AT&T INC,CT,O,EVP,,8,,2004/05/04,,I,,2856.0000,,2004/05/04,2004/05/04,2012/11/06,Y,,,,2004/05/04,,COM,,2856.0000,,175 E HOUSTON ST,,SAN ANTONIO,TX,782052233,,,A849875003,04,01,60,John T. Stankey,42,2004-05-01
2009/04/13,2004/05/05,04778324,1,4,16074515,GRIFFIN LIAM K,477,SWKS,83088M,10,SKYWORKS SOLUTIONS INC,O,OX,,,P,A,2004/05/03,8.83,D,10000.0000,10976.0000,,2004/05/04,2004/05/04,2009/04/10,R,P,A,8.83,2004/05/03,,COM,10000.0000,10976.0000,8.8300,20 SYLVAN RD,,WOBURN,MA,01801,,,S431321750,08,08,416,Liam Griffin,0,2004-05-01
2009/04/13,2004/05/05,04778324,2,4,16074515,GRIFFIN LIAM K,477,SWKS,83088M,10,SKYWORKS SOLUTIONS INC,O,OX,,,8,,2004/05/04,,I,,2307.7500,,2004/05/04,2004/05/04,2009/04/10,Y,,,,2004/05/04,,COM,,2307.7500,,20 SYLVAN RD,,WOBURN,MA,01801,,,S431321750,08,08,416,Liam Griffin,0,2004-05-01
2015/08/18,2004/05/06,04779168,1,4,16128076,CORNELL BRIAN C,8179,,786514,20,SAFEWAY INC,O,EVP,,,A,A,2004/05/03,,D,150000.0000,150000.0000,,2004/05/04,2004/05/04,2015/08/16,R,A,A,,2004/05/03,,COM,24643.6500,24643.6500,,5918 STONERIDGE MALL RD,,PLEASANTON,CA,94588,,,S022460000,04,03,433,Brian Cornell,14,2004-05-01
2016/01/13,2004/05/05,04779181,1,4,16122019,CHRISTMANN JOHN J IV,796,APA,037411,10,APACHE CORP,O,VP,,,M,A,2004/05/03,,D,1192.0000,,,2004/05/04,2004/05/04,2016/01/11,R,M,A,,2004/05/03,,COM,1192.0000,,,2000 POST OAK BLVD,STE 100,HOUSTON,TX,770564400,,,A999800504,06,07,51,John J Christmann,0,2004-05-01
2016/01/13,2004/05/05,04779181,2,4,16122019,CHRISTMANN JOHN J IV,796,APA,037411,10,APACHE CORP,O,VP,,,F,D,2004/05/03,43.57,D,317.0000,875.0000,,2004/05/04,2004/05/04,2016/01/11,R,F,D,43.57,2004/05/03,A,COM,317.0000,875.0000,43.5700,2000 POST OAK BLVD,STE 100,HOUSTON,TX,770564400,,,A999800504,06,07,51,John J Christmann,0,2004-05-01
2016/01/13,2004/05/05,04779181,3,4,16122019,CHRISTMANN JOHN J IV,796,APA,037411,10,APACHE CORP,O,VP,,,8,,2004/05/04,,I,,680.3020,,2004/05/04,2004/05/04,2016/01/11,Y,,,,2004/05/04,,COM,,680.3020,,2000 POST OAK BLVD,STE 100,HOUSTON,TX,770564400,,,A999800504,06,07,51,John J Christmann,0,2004-05-01
2016/11/24,2004/05/05,04779507,1,4,15024496,COLLIS STEVEN H,27140,ABC,03073E,10,AMERISOURCEBERGEN CORP,O,SVP,,,M,A,2004/05/04,35.14,D,3463.0000,,,2004/05/05,2004/05/04,2016/11/22,R,M,A,35.14,2004/05/04,,COM,14275.9971,,8.5241,1300 MORRIS DR,STE 100,CHESTERBROOK,PA,19087,,,A622362925,02,05,41,Steven H. Collis,0,2004-05-01
2016/11/24,2004/05/05,04779507,2,4,15024496,COLLIS STEVEN H,27140,ABC,03073E,10,AMERISOURCEBERGEN CORP,O,SVP,,,F,D,2004/05/04,60.18,D,2021.0000,7707.0000,,2004/05/05,2004/05/04,2016/11/22,R,F,D,60.18,2004/05/04,A,COM,8331.4439,31771.6170,14.5982,1300 MORRIS DR,STE 100,CHESTERBROOK,PA,19087,,,A622362925,02,05,41,Steven H. Collis,0,2004-05-01
2012/01/24,2004/05/07,04779890,1,4,16117441,IZZO RALPH,7667,PEG,744573,10,PUBLIC SERVICE ENTERPRISE GROUP INC,O,OS,,,A,A,2004/05/03,42.75,D,5500.0000,6715.2200,,2004/05/05,2004/05/05,2012/01/22,H,A,A,42.75,2004/05/03,,COM,11000.0000,13430.4400,21.3750,PSEG 80 PARK PLAZA,,T6B NEWARK,NJ,071024194,,,P874940000,11,01,380,Ralph Izzo,0,2004-05-01
2012/01/24,2004/05/07,04779890,2,4,16117441,IZZO RALPH,7667,PEG,744573,10,PUBLIC SERVICE ENTERPRISE GROUP INC,O,OS,,,8,,2004/05/05,,I,,306.9100,,2004/05/05,2004/05/05,2012/01/22,Y,,,,2004/05/05,,COM,,613.8200,,PSEG 80 PARK PLAZA,,T6B NEWARK,NJ,071024194,,,P874940000,11,01,380,Ralph Izzo,0,2004-05-01
2007/08/17,2004/05/05,04780862,1,4,15003929,KENNY DAVID W,25471,,25388K,10,DIGITAS INC,CEO,CB,OD,,M,A,2004/05/03,1.01,D,33333.0000,,,2004/05/05,2004/05/05,2004/06/02,R,M,A,1.01,2004/05/03,,COM,33333.0000,,1.0100,2000 PENNSYLVANIA AVE NW,STE 6000,WASHINGTON,DC,20006,,,D581485937,04,01,335,David Kenny,23,2004-05-01
2007/08/17,2004/05/05,04780862,2,4,15003929,KENNY DAVID W,25471,,25388K,10,DIGITAS INC,CEO,CB,OD,,S,D,2004/05/03,9.85,D,33333.0000,1000.0000,,2004/05/05,2004/05/05,2004/06/02,R,S,D,9.85,2004/05/03,A,COM,33333.0000,1000.0000,9.8500,2000 PENNSYLVANIA AVE NW,STE 6000,WASHINGTON,DC,20006,,,D581485937,04,01,335,David Kenny,23,2004-05-01
2016/06/20,2005/04/19,04782367,1,4,12943766,LOWE KENNETH W,10665,SSP,811054,40,E. W. SCRIPPS CO,CEO,P,OD,,M,A,2004/05/05,18.76,D,40500.0000,,,2004/05/05,2004/05/05,2016/06/16,I,M,A,18.76,2004/05/05,,COM A,6750.0000,,112.5600,312 WALNUT ST,28TH FL,CINCINNATI,OH,45202,,,E041475000,04,01,409,Kenneth W. Lowe,0,2004-05-01
2016/06/20,2005/04/19,04782367,2,4,12943766,LOWE KENNETH W,10665,SSP,811054,40,E. W. SCRIPPS CO,CEO,P,OD,,S,D,2004/05/05,104.16,D,40500.0000,217584.0000,,2004/05/05,2004/05/05,2016/06/16,H,S,D,104.16,2004/05/05,A,COM A,6750.0000,36264.0000,624.9600,312 WALNUT ST,28TH FL,CINCINNATI,OH,45202,,,E041475000,04,01,409,Kenneth W. Lowe,0,2004-05-01
2016/06/20,2005/04/19,04782367,3,4,12943766,LOWE KENNETH W,10665,SSP,811054,40,E. W. SCRIPPS CO,CEO,P,OD,,8,,2004/05/05,,I,,73845.0000,,2004/05/05,2004/05/05,2016/06/16,Y,,,,2004/05/05,,COM A,,12307.5000,,312 WALNUT ST,28TH FL,CINCINNATI,OH,45202,,,E041475000,04,01,409,Kenneth W. Lowe,0,2004-05-01
2007/08/17,2004/05/06,04784075,1,4,16103737,GREGOIRE MICHAEL P,7310,,712713,10,PEOPLESOFT INC,O,EVP,,,S,D,2004/05/05,17.56,D,1562.0000,116626.0000,,2004/05/06,2004/05/05,2004/05/06,R,S,D,17.56,2004/05/05,N,COM,1562.0000,116626.0000,17.5600,4460 HACIENDA DR,,PLEASANTON,CA,94588,,,P330100000,08,04,86,Michael P. Gregoire,0,2004-05-01
2007/08/17,2004/05/07,04787430,1,4,12007854,GALLAGHER J PATRICK JR,4050,AJG,363576,10,ARTHUR J GALLAGHER & CO,CEO,P,OD,,M,A,2004/05/05,7.31,D,6000.0000,,,2004/05/07,2004/05/06,2004/05/09,R,M,A,7.31,2004/05/05,,COM,6000.0000,,7.3100,2  PIERCE PL,,ITASCA,IL,601433141,,,A796438700,01,05,58,J. Patrick Gallagher Jr,0,2004-05-01
2007/08/17,2004/05/07,04787430,2,4,12007854,GALLAGHER J PATRICK JR,4050,AJG,363576,10,ARTHUR J GALLAGHER & CO,CEO,P,OD,,M,A,2004/05/05,8.59,D,8000.0000,,,2004/05/07,2004/05/06,2004/05/09,R,M,A,8.59,2004/05/05,,COM,8000.0000,,8.5900,2  PIERCE PL,,ITASCA,IL,601433141,,,A796438700,01,05,58,J. Patrick Gallagher Jr,0,2004-05-01
